date,ebit_per_revenue
2012-09-29,0.35295959311984054
2013-09-28,0.29535428003042535
2014-09-27,0.28722339232473537
2015-09-26,0.3047729071732666
2016-09-24,0.29014695857428385
2017-09-30,0.2676042820872994
2018-09-29,0.26694026619477024
2019-09-28,0.24572017188496928
2020-09-26,0.24147314354406862
2021-09-25,0.29782377527561593
2022-09-24,0.30288744395528594
2023-09-30,0.2982141226502472
