date,current_ratio
2012-09-29,1.4958486845519174
2013-09-28,1.6786385084062485
2014-09-27,1.0801128483167317
2015-09-26,1.1087706239920605
2016-09-24,1.352669417512594
2017-09-30,1.2760628484139107
2018-09-29,1.1238426916297297
2019-09-28,1.540125617208044
2020-09-26,1.3636044481554577
2021-09-25,1.0745531195957954
2022-09-24,0.8793560286267226
2023-09-30,0.9880116717592975
