date,total_debt_to_capitalization
2012-09-29,0.0
2013-09-28,0.12070401184265776
2014-09-27,0.2403603873551164
2015-09-26,0.3506857363573554
2016-09-24,0.40427162638597924
2017-09-30,0.4632258426201412
2018-09-29,0.5165501060325768
2019-09-28,0.5442214219155312
2020-09-26,0.6324623822247223
2021-09-25,0.6640736066961648
2022-09-24,0.7032230102904399
2023-09-30,0.6412597988847455
