date,cash_ratio
2012-09-29,0.27881272378184835
2013-09-28,0.3266068074579688
2014-09-27,0.21819442693229102
2015-09-26,0.2620022329735765
2016-09-24,0.2592714477381465
2017-09-30,0.2012518102644474
2018-09-29,0.22173258261598755
2019-09-28,0.46202160464632325
2020-09-26,0.36071049035979963
2021-09-25,0.2784485300563432
2022-09-24,0.15356340351469652
2023-09-30,0.20621713876730807
