date,short_term_coverage_ratios
2012-09-29,0.0
2013-09-28,0.0
2014-09-27,9.466233354470514
2015-09-26,7.388489862714792
2016-09-24,5.672037914691943
2017-09-30,3.4427542900449306
2018-09-29,3.732118758434548
2019-09-28,4.272844827586207
2020-09-26,5.8591037838623
2021-09-25,6.663549606097483
2022-09-24,5.786404547607769
2023-09-30,6.9932941102043396
