date,operating_cash_flow_sales_ratio
2012-09-29,0.32494185600736064
2013-09-28,0.3140015212685039
2014-09-27,0.32666648431302825
2015-09-26,0.3477140962283123
2016-09-24,0.30525090544845784
2017-09-30,0.27743702941099485
2018-09-29,0.29154916319960844
2019-09-28,0.2667099710193947
2020-09-26,0.2938782944465694
2021-09-25,0.284399030116151
2022-09-24,0.30977003915522106
2023-09-30,0.28840940814276583
