date,price_to_sales_ratio
2012-09-29,3.9846034885168806
2013-09-28,2.6136813557708733
2014-09-27,3.3541474274460463
2015-09-26,2.8238449518002695
2016-09-24,2.8594833133153092
2017-09-30,3.5076879391364284
2018-09-29,4.21177659210452
2019-09-28,3.8838409521320347
2020-09-26,7.0972293729668685
2021-09-25,6.707591178758778
2022-09-24,6.186137718067193
2023-09-30,7.032807935374461
