date,return_on_capital_employed
2012-09-29,0.4016884571195881
2013-09-28,0.3090387040687637
2014-09-27,0.3117921979203164
2015-09-26,0.3394021985143113
2016-09-24,0.25781687819350585
2017-09-30,0.22347133931986668
2018-09-29,0.2848922482208801
2019-09-28,0.2746157613037913
2020-09-26,0.3033831282952548
2021-09-25,0.48309913489209433
2022-09-24,0.6008713457059057
2023-09-30,0.551446146423833
