date,effective_tax_rate
2012-09-29,0.25160052364471064
2013-09-28,0.2615491974877879
2014-09-27,0.26126058747639436
2015-09-26,0.26368337585327173
2016-09-24,0.2555725738121619
2017-09-30,0.24556476150353415
2018-09-29,0.18342180705869443
2019-09-28,0.1594383680423506
2020-09-26,0.14428164731484103
2021-09-25,0.13302260844085087
2022-09-24,0.16204461684424407
2023-09-30,0.14719174228036858
