date,dividend_yield
2012-09-29,0.003989594196862191
2013-09-28,0.023648754804466217
2014-09-27,0.0181464884133489
2015-09-26,0.017517332248056582
2016-09-24,0.019704317747402552
2017-09-30,0.015880234264614938
2018-09-29,0.012257886143272816
2019-09-28,0.013972644431824813
2020-09-26,0.007227341517226967
2021-09-25,0.0058958715429144335
2022-09-24,0.006083954603424043
2023-09-30,0.005573960673721321
