date,free_cash_flow_operating_cash_flow_ratio
2012-09-29,0.8151250589900897
2013-09-28,0.8308798867066671
2014-09-27,0.8356639257783063
2015-09-26,0.8586370683926857
2016-09-24,0.79417841516772
2017-09-30,0.7988144281266707
2018-09-29,0.8280729395356046
2019-09-28,0.848755602311539
2020-09-26,0.909400798274537
2021-09-25,0.8934523923950864
2022-09-24,0.9123380078754983
2023-09-30,0.9008621079579892
