date,dividend_payout_ratio
2012-09-29,0.05961708959336735
2013-09-28,0.28522828522828525
2014-09-27,0.28159959503923054
2015-09-26,0.21652245570663367
2016-09-24,0.26593998292730975
2017-09-30,0.26408967756613105
2018-09-29,0.23033377567989785
2019-09-28,0.25551976255972203
2020-09-26,0.2452665865426486
2021-09-25,0.15279890156316012
2022-09-24,0.14870294480125848
2023-09-30,0.1549048920047425
