date,pretax_profit_margin
2012-09-29,0.35629488588442765
2013-09-28,0.293458545433269
2014-09-27,0.29258458929401787
2015-09-26,0.31027105662880006
2016-09-24,0.284605289395703
2017-09-30,0.27957894553164014
2018-09-29,0.27448935409175623
2019-09-28,0.2526655238417367
2020-09-26,0.24439830246070343
2021-09-25,0.2985290459437369
2022-09-24,0.30204043334482966
2023-09-30,0.296740023742124
