date,enterprise_value_multiple
2012-09-29,10.473295785583922
2013-09-28,8.060213797883636
2014-09-27,10.266001957517027
2015-09-26,8.526397164522894
2016-09-24,9.68628680684541
2017-09-30,12.579856743821765
2018-09-29,14.757726726812631
2019-09-28,13.986916796945486
2020-09-26,26.152202127120397
2021-09-25,21.155006381276355
2022-09-24,19.42524045388039
2023-09-30,22.068771177157846
