date,price_fair_value
2012-09-29,5.275546254807546
2013-09-28,3.6156041774097725
2014-09-27,5.496529525670794
2015-09-26,5.529512152067362
2016-09-24,4.807960469087478
2017-09-30,5.998503040276918
2018-09-29,10.440113152771426
2019-09-28,11.16694407965697
2020-09-26,29.818269660080503
2021-09-25,38.89286546584245
2022-09-24,48.14034011071204
2023-09-30,43.37479145093811
