date,inventory_turnover
2012-09-29,111.05689001264223
2013-09-28,60.43424036281179
2014-09-27,53.17764092846992
2015-09-26,59.63771817794807
2016-09-24,61.62101313320826
2017-09-30,29.05211122554068
2018-09-29,41.3943377148635
2019-09-28,39.40136385776912
2020-09-26,41.75301649839941
2021-09-25,32.367933130699086
2022-09-24,45.19733117670845
2023-09-30,33.82356657716001
