date,interest_coverage
2012-09-29,-105.82567049808429
2013-09-28,371.16911764705884
2014-09-27,136.7265625
2015-09-26,97.17598908594816
2016-09-24,42.97184065934066
2017-09-30,26.40723202755058
2018-09-29,21.882098765432097
2019-09-28,17.87751677852349
2020-09-26,23.07274625826662
2021-09-25,41.19054820415879
2022-09-24,40.74957352439441
2023-09-30,29.062039155860667
