date,days_of_inventory_outstanding
2012-09-29,3.286603829428773
2013-09-28,6.039622535316962
2014-09-27,6.863786990682178
2015-09-26,6.120287817030602
2016-09-24,5.923304104250396
2017-09-30,12.563630820713515
2018-09-29,8.817631109699796
2019-09-28,9.263638723714628
2020-09-26,8.741883356235881
2021-09-25,11.27659274770989
2022-09-24,8.07569806661716
2023-09-30,10.791292490321615
