date,debt_equity_ratio
2012-09-29,0.0
2013-09-28,0.1372734704449247
2014-09-27,0.31641370901951643
2015-09-26,0.5400862971806795
2016-09-24,0.6786173771335449
2017-09-30,0.8629808947607929
2018-09-29,1.0684666859548098
2019-09-28,1.1940478295464592
2020-09-26,1.720809929750991
2021-09-25,1.9768426058012363
2022-09-24,2.3695334701610355
2023-09-30,1.7875325845589418
