date,return_on_equity
2012-09-29,0.35304119786820065
2013-09-28,0.29977579745687943
2014-09-27,0.3542004715501089
2015-09-26,0.44735453060198566
2016-09-24,0.3562366958026963
2017-09-30,0.3607018433832909
2018-09-29,0.5556011834209077
2019-09-28,0.6106445053487756
2020-09-26,0.8786635853012749
2021-09-25,1.5007132667617689
2022-09-24,1.9695887275023682
2023-09-30,1.5607601454639075
