date,operating_cycle
2012-09-29,46.87913584057197
2013-09-28,50.12109816576573
2014-09-27,61.21393332947701
2015-09-26,53.507896656856886
2016-09-24,55.51607257377586
2017-09-30,69.36430175085478
2018-09-29,76.15012983896804
2019-09-28,73.52240401156047
2020-09-26,58.52941773504943
2021-09-25,62.667561456107805
2022-09-24,64.47590297217802
2023-09-30,68.8669411590668
