date,debt_ratio
2012-09-29,0.0
2013-09-28,0.08193236714975845
2014-09-27,0.15223926949305336
2015-09-26,0.2219162142530097
2016-09-24,0.2705495421000603
2017-09-30,0.3082178093834845
2018-09-29,0.31303028231594776
2019-09-28,0.3191784140188352
2020-09-26,0.34714469199229364
2021-09-25,0.35532276169366556
2022-09-24,0.3403750478377344
2023-09-30,0.3150690759338936
