date,price_earnings_to_growth_ratio
2012-09-29,0.2532736653880784
2013-09-28,-1.198564621220893
2014-09-27,1.1679435878591684
2015-09-26,0.2860565861103174
2016-09-24,-1.3613894576651526
2017-09-30,1.511168776162716
2018-09-29,0.641093119361835
2019-09-28,-54.86143238091907
2020-09-26,3.1708888566361426
2021-09-25,0.36348643692824356
2022-09-24,2.8871904048663968
2023-09-30,170.91349250463276
