date,gross_profit_margin
2012-09-29,0.4387123980882766
2013-09-28,0.3762448072084723
2014-09-27,0.3858803577778386
2015-09-26,0.4005990201741437
2016-09-24,0.3907595564809705
2017-09-30,0.38469860491899105
2018-09-29,0.38343718820007905
2019-09-28,0.3781776810903472
2020-09-26,0.38233247727810865
2021-09-25,0.4177935962516778
2022-09-24,0.43309630561360085
2023-09-30,0.4413112957720756
