date,receivables_turnover
2012-09-29,8.372993794136528
2013-09-28,8.280122087108182
2014-09-27,6.715713288511702
2015-09-26,7.702435487591866
2016-09-24,7.359944025393358
2017-09-30,6.425980433380988
2018-09-29,5.42085927135422
2019-09-28,5.68015893808401
2020-09-26,7.331152356789959
2021-09-25,7.102415252591931
2022-09-24,6.471607693822622
2023-09-30,6.284906124456834
