date,net_profit_margin
2012-09-29,0.26665090602397323
2013-09-28,0.21670469837926393
2014-09-27,0.21614376760852322
2015-09-26,0.22845773698735639
2016-09-24,0.211867983064288
2017-09-30,0.21092420845075338
2018-09-29,0.22414202074587247
2019-09-28,0.21238094505984456
2020-09-26,0.20913611278072236
2021-09-25,0.2588179335569424
2022-09-24,0.2530964070519973
2023-09-30,0.2530623426432028
