date,price_cash_flow_ratio
2012-09-29,12.262512245965077
2013-09-28,8.323785646681324
2014-09-27,10.267803979033042
2015-09-26,8.121169036374374
2016-09-24,9.367648915289255
2017-09-30,12.643185902701342
2018-09-29,14.4461968125113
2019-09-28,14.562038821749217
2020-09-26,24.150233300939583
2021-09-25,23.585140835463964
2022-09-24,19.970096962693717
2023-09-30,24.384807626986785
