date,long_term_debt_to_capitalization
2012-09-29,0.0
2013-09-28,0.12070401184265776
2014-09-27,0.20626325302062135
2015-09-26,0.30936013609693436
2016-09-24,0.37032836465759345
2017-09-30,0.42034732372196804
2018-09-29,0.46661721806831874
2019-09-28,0.5036177624180587
2020-09-26,0.6016060388034584
2021-09-25,0.6336151826987851
2022-09-24,0.6613535965140913
2023-09-30,0.6052392537493568
