date,return_on_assets
2012-09-29,0.23703312431842966
2013-09-28,0.17892270531400967
2014-09-27,0.17041998973425523
2015-09-26,0.1838136319665105
2016-09-24,0.14202358821956815
2017-09-30,0.12882641166580963
2018-09-29,0.16277530931710985
2019-09-28,0.16323009842961633
2020-09-26,0.1772557180259843
2021-09-25,0.26974205275183616
2022-09-24,0.2829244092925685
2023-09-30,0.27509834563776475
