date,price_earnings_ratio
2012-09-29,14.943146257896627
2013-09-28,12.061027634927234
2014-09-27,15.518131586940015
2015-09-26,12.360469770198897
2016-09-24,13.496533416507978
2017-09-30,16.630087010403095
2018-09-29,18.790660395088274
2019-09-28,18.287144126972635
2020-09-26,33.93593425162425
2021-09-25,25.916253509083226
2022-09-24,24.441823533260525
2023-09-30,27.790811789370586
