date,dividend_paid_and_capex_coverage_ratio
2012-09-29,-7.355510558287532
2013-09-28,36.06586021505376
2014-09-27,45.47829398324448
2015-09-26,1113.2328767123288
2016-09-24,-47.084406294706724
2017-09-30,-2446.076923076923
2018-09-29,194.0701754385965
2019-09-28,19.14762693156733
2020-09-26,11.912876550502068
2021-09-25,30.76227084565346
2022-09-24,29.555044761674328
2023-09-30,27.187161829808165
