date,payables_turnover
2012-09-29,4.148571428571429
2013-09-28,4.766218089149193
2014-09-27,3.71764472115512
2015-09-26,3.947280924204001
2016-09-24,3.5227114281117604
2017-09-30,2.8756549572876104
2018-09-29,2.9300744345834526
2019-09-28,3.4990483605848257
2020-09-26,4.008866086627577
2021-09-25,3.889140478060004
2022-09-24,3.486641191608828
2023-09-30,3.420117870661705
