date,cash_flow_to_debt_ratio
2012-09-29,0.0
2013-09-28,3.164268867924528
2014-09-27,1.6918260376823913
2015-09-26,1.260680711116627
2016-09-24,0.756319514661274
2017-09-30,0.5497752420470263
2018-09-29,0.6763798991990078
2019-09-28,0.642229770377706
2020-09-26,0.7175104059198122
2021-09-25,0.8341792349201004
2022-09-24,1.0173400294830472
2023-09-30,0.9950939795477459
