date,net_income_per_ebt
2012-09-29,0.7483994763552894
2013-09-28,0.7384508025122122
2014-09-27,0.7387394125236056
2015-09-26,0.7363166241467283
2016-09-24,0.7444274261878381
2017-09-30,0.7544352384964659
2018-09-29,0.8165781929413056
2019-09-28,0.8405616319576494
2020-09-26,0.855718352685159
2021-09-25,0.8669773915591491
2022-09-24,0.8379553831557559
2023-09-30,0.8528082577196314
