date,fixed_asset_turnover
2012-09-29,10.128656484597464
2013-09-28,10.297644152557691
2014-09-27,8.863217610550814
2015-09-26,10.400738729918562
2016-09-24,7.9836727138097
2017-09-30,6.785483823224699
2018-09-29,6.430248886306411
2019-09-28,6.960618545668575
2020-09-26,7.466545177609748
2021-09-25,9.275278904665315
2022-09-24,9.362680152907377
2023-09-30,8.767814251401122
